conf,heat,name,PSNR,SSIM,LPIPS,LRC PSNR
v3_VELOL_L_RAW_noisy,0,99,9.096539309877262,0.42494329433253325,0.6132339835166931,9.024618071958121
v3_VELOL_L_RAW_noisy,0,98,14.494170929149986,0.47889855834725237,0.3506748080253601,10.771327894295904
v3_VELOL_L_RAW_noisy,0,97,10.550355870672517,0.4707658034241047,0.5172588229179382,7.330491385418776
v3_VELOL_L_RAW_noisy,0,96,12.65636100871596,0.306839183263376,0.5854417681694031,8.086204145748052
v3_VELOL_L_RAW_noisy,0,95,13.011947886931264,0.2686699890329005,0.8265262246131897,10.391751219567698
v3_VELOL_L_RAW_noisy,0,94,15.946826892463148,0.6623935886911173,0.3569272756576538,13.00145127184999
v3_VELOL_L_RAW_noisy,0,93,14.143755956478262,0.5870823321135168,0.45781394839286804,9.535084395322203
v3_VELOL_L_RAW_noisy,0,92,7.094673712869018,0.5060857507493823,0.5109065771102905,9.148352509443539
v3_VELOL_L_RAW_noisy,0,91,20.612425363104844,0.7328237917668847,0.4891234040260315,16.66029702791152
v3_VELOL_L_RAW_noisy,0,90,13.765588242043428,0.36965380296393574,0.615286648273468,9.796150350054289
v3_VELOL_L_RAW_noisy,0,89,15.992127820912463,0.7539074313162262,0.34294039011001587,18.07766927044371
v3_VELOL_L_RAW_noisy,0,88,5.415106571509478,0.00015699678623212128,1.0202162265777588,7.210272046129726
v3_VELOL_L_RAW_noisy,0,87,10.636425696207947,0.5002693449975013,0.45708614587783813,6.165565244109526
v3_VELOL_L_RAW_noisy,0,86,20.572833425003477,0.7866260538741812,0.3408161401748657,14.208201025011352
v3_VELOL_L_RAW_noisy,0,85,5.619798878954729,0.0024793034334094455,1.0362528562545776,12.002667684582713
v3_VELOL_L_RAW_noisy,0,84,14.24248753825832,0.663035391106967,0.4678386449813843,9.261070677267387
v3_VELOL_L_RAW_noisy,0,83,12.152861921753393,0.45464883834810427,0.5484834313392639,9.496541314849818
v3_VELOL_L_RAW_noisy,0,82,16.101870357010714,0.702882789156927,0.45757561922073364,7.093221330020214
v3_VELOL_L_RAW_noisy,0,81,11.875487136227285,0.4539074273000726,0.6343392729759216,8.91506984109814
v3_VELOL_L_RAW_noisy,0,80,13.653975636831834,0.3793941007202867,0.5137822031974792,9.314003644367602
v3_VELOL_L_RAW_noisy,0,79,17.097227354191876,0.7499735840910404,0.2816482186317444,9.478139447323633
v3_VELOL_L_RAW_noisy,0,78,11.20799330773185,0.5401651357937399,0.4345093369483948,7.346591117049254
v3_VELOL_L_RAW_noisy,0,77,13.120294600139486,0.296525731240102,0.7835161685943604,13.048514880061576
v3_VELOL_L_RAW_noisy,0,76,12.491324281303886,0.6811572989911608,0.5013362765312195,11.138536651006286
v3_VELOL_L_RAW_noisy,0,75,17.84549564014612,0.6796037992475153,0.339789479970932,12.260089264470986
v3_VELOL_L_RAW_noisy,0,74,15.742402919123005,0.617678611108101,0.4458119869232178,15.425018968952477
