conf,heat,name,PSNR,SSIM,LPIPS,LRC PSNR
LOL_smallNet,0,14,22.078984077172137,0.9381924527494117,0.12148971855640411,11.631496339383066
LOL_smallNet,0,13,21.579400030693023,0.8626591362539415,0.15923595428466797,8.90995642647953
LOL_smallNet,0,12,26.239268667031116,0.9413340776810203,0.11048738658428192,10.172258118780697
LOL_smallNet,0,11,24.85913100503123,0.9196528983639618,0.13985814154148102,6.695195399769674
LOL_smallNet,0,10,25.352309759449106,0.8745594562571969,0.1965019255876541,7.013321406141664
LOL_smallNet,0,9,26.9153399398796,0.9035495356036365,0.11582915484905243,9.312103197232641
LOL_smallNet,0,8,21.872509550218645,0.8226418242345102,0.17918041348457336,11.887638695607032
LOL_smallNet,0,7,19.27622540379255,0.8951261460017143,0.18589738011360168,15.451388932246811
LOL_smallNet,0,6,24.588699817746615,0.9495573657304955,0.09349821507930756,6.882342598775544
LOL_smallNet,0,5,23.835533791042597,0.9457677362710132,0.10380503535270691,5.531611963087153
LOL_smallNet,0,4,26.278787839631008,0.947415185078047,0.08859555423259735,5.076546013324887
LOL_smallNet,0,3,23.684244635085147,0.9158086953789921,0.13057640194892883,4.560657750786492
LOL_smallNet,0,2,24.125441150849888,0.8982366312309161,0.19974590837955475,4.833702617553084
LOL_smallNet,0,1,25.903664036078375,0.9318903557869366,0.1264006793498993,6.4229442590836126
LOL_smallNet,0,0,24.360641056550026,0.952607073272823,0.08211217075586319,7.442088666804738
