conf,heat,name,PSNR,SSIM,LPIPS,LRC PSNR
v2_no_ccm_wb_gain,0,1,15.058236651785698,0.558954852289426,0.4589839577674866,10.968452655360625
v2_no_ccm_wb_gain,0,0,11.014938373187263,0.3238481694401459,0.5870682597160339,11.644437298777712
