conf,heat,name,PSNR,SSIM,LPIPS,LRC PSNR
v3_LOL_RAW_noisy,0,14,20.33672462531795,0.8670689338257913,0.30621784925460815,14.56987221142903
v3_LOL_RAW_noisy,0,13,18.67004679699528,0.5576773048589022,0.637322723865509,10.79475292416034
v3_LOL_RAW_noisy,0,12,23.26279038208614,0.8108201718034441,0.38273632526397705,11.840807008085646
v3_LOL_RAW_noisy,0,11,23.714924617330162,0.8835349618874505,0.303408682346344,7.880950925058703
v3_LOL_RAW_noisy,0,10,22.44462677940578,0.7065285952471335,0.5850378274917603,8.389442454920085
v3_LOL_RAW_noisy,0,9,24.2159512819617,0.8063486154567244,0.3293021619319916,11.43383034320851
v3_LOL_RAW_noisy,0,8,17.969869352740186,0.6568397666879927,0.4627351760864258,14.943724116436957
v3_LOL_RAW_noisy,0,7,16.698061293717185,0.7139087020415732,0.6810296773910522,18.13321885492891
v3_LOL_RAW_noisy,0,6,20.82262932495044,0.8481045928172667,0.30920523405075073,8.688352020364006
v3_LOL_RAW_noisy,0,5,25.71894298999161,0.8876334236125519,0.24856874346733093,6.582835727044007
v3_LOL_RAW_noisy,0,4,26.286656996041245,0.8917223017398087,0.2043905407190323,6.433185550557007
v3_LOL_RAW_noisy,0,3,23.550278882522324,0.8764276404842177,0.26385825872421265,5.38116558958901
v3_LOL_RAW_noisy,0,2,21.596913275192765,0.8008508575665712,0.39854446053504944,5.9408880568099365
v3_LOL_RAW_noisy,0,1,20.01590281387528,0.6997510083389996,0.5567004680633545,7.910294434407326
v3_LOL_RAW_noisy,0,0,16.80322520687379,0.7797138821542389,0.38573190569877625,9.229828869602411
