conf,heat,name,PSNR,SSIM,LPIPS,LRC PSNR
v2_no_ccm_wb_gain,0,14,17.571633881308124,0.7475243763417547,0.30353203415870667,10.458005069763853
v2_no_ccm_wb_gain,0,13,11.487123631638813,0.33156368174131357,0.5208989381790161,6.224410635079361
v2_no_ccm_wb_gain,0,12,18.93345043904194,0.7465373249530198,0.312995970249176,9.413745565480305
v2_no_ccm_wb_gain,0,11,18.638424279668023,0.7785701784239444,0.28828203678131104,6.4146740178592365
v2_no_ccm_wb_gain,0,10,13.614611174167202,0.5290353945545548,0.4891200065612793,5.468123366986688
v2_no_ccm_wb_gain,0,9,20.424771644923098,0.776521106236002,0.22289018332958221,8.811262736390402
v2_no_ccm_wb_gain,0,8,13.25831702467229,0.4220662179755137,0.4608849287033081,7.935270583952294
v2_no_ccm_wb_gain,0,7,18.32501891511172,0.7713805062256106,0.3489125370979309,14.67282018265356
v2_no_ccm_wb_gain,0,6,16.758923013650406,0.7317409600375586,0.23103539645671844,5.9067765535848915
v2_no_ccm_wb_gain,0,5,18.84267345033215,0.8261178058045203,0.1979789137840271,5.238702050549184
v2_no_ccm_wb_gain,0,4,20.574667943450983,0.8291630818714277,0.21804669499397278,4.867302109923716
v2_no_ccm_wb_gain,0,3,12.337869756224393,0.5294655638203345,0.3620888292789459,3.985769650008875
v2_no_ccm_wb_gain,0,2,12.394234388559614,0.5087256753870998,0.4632614850997925,3.9064866053833365
v2_no_ccm_wb_gain,0,1,17.442250326229825,0.6812134905218131,0.34337982535362244,5.3869909412224315
v2_no_ccm_wb_gain,0,0,18.48282737843473,0.7487137351204806,0.2471911758184433,7.230756301403945
